DateTime,AddedIPs,RemovedIPs
1557613323,63,0
1557614523,31,0
1557615122,43,59
1557615722,40,50
1557616923,40,96
1557618123,43,78
1557619325,44,50
1557619924,49,0
1557620523,40,37
1557621722,57,0
1557622322,36,45
1557622923,45,37
1557623522,39,49
1557624122,44,43
1557625322,40,0
1557626522,77,93
1557627122,41,32
1557627722,43,0
1557628923,35,188
1557630122,37,0
1557631322,39,105
1557632522,28,137
1557633123,42,0
1557633723,41,0
1557634323,47,37
1557634923,33,92
1557635522,38,0
1557636123,41,0
1557637323,34,42
1557638523,19,87
1557639722,44,73
1557640923,39,88
1557642124,40,0
1557643323,34,40
1557644523,35,89
1557645723,50,69
1557646322,39,45
1557646922,41,0
1557648123,42,85
1557648723,37,0
1557649323,35,42
1557650523,38,138
1557651122,42,46
1557651724,32,0
1557652923,39,40
1557654122,66,90
1557655323,58,0
1557656523,39,89
1557657723,36,82
1557658322,46,0
1557658922,42,48
1557660123,36,47
1557661323,46,46
1557662523,34,103
1557663122,32,42
1557663723,33,0
1557664923,37,134
1557665523,37,0
1557666123,33,0
1557667322,41,135
1557668522,36,41
1557669723,34,89
1557670923,75,0
1557671523,63,36
1557672122,72,0
1557672722,62,68
1557673323,60,0
1557673922,71,39
1557674522,75,73
1557675722,53,94
1557676322,38,0
1557676924,50,0
1557678122,38,77
1557679322,42,94
1557680523,43,89
1557681723,49,40
1557682323,42,31
1557682924,41,0
1557684123,47,85
1557684723,38,11
1557685323,41,36
1557686522,42,40
1557687722,48,116
1557688323,45,0
1557688922,41,93
1557689523,50,47
1557690123,50,45
1557690722,31,0
1557691323,37,73
1557691922,38,42
1557692523,44,44
1557693723,44,48
1557694922,47,0
1557695523,47,85
1557696122,40,0
1557696722,42,43
1557697323,51,0
1557697922,44,39
1557698525,47,44
1557699723,49,96
1557700922,38,61
1557701522,52,48
1557703322,44,131
1557704522,40,0
1557705724,42,53
1557706922,43,84
1557708122,43,90
1557708722,40,0
1557709324,36,39
1557709922,39,44
1557710522,41,42
1557711123,35,37
1557711722,44,0
1557712923,40,128
1557714124,39,100
1557715322,31,0
1557715923,41,48
1557716524,43,49
1557717123,49,0
1557717722,41,0
1557718923,41,33
1557720122,46,97
1557720723,44,46
1557721323,43,84
1557722523,51,45
1557723123,47,39
1557723723,43,46
1557724923,49,0
1557725523,43,54
1557726123,50,38
1557727322,75,0
1557728522,36,91
1557729123,40,0
1557729722,49,41
1557730322,47,0
1557730924,41,0
1557731523,47,46
1557732123,40,0
1557732723,40,87
1557733322,45,39
1557734523,48,0
1557735123,39,39
1557735723,38,89
1557736322,42,0
1557736923,46,0
1557737522,52,47
1557738123,28,87
1557739323,52,49
1557739923,50,0
1557740522,41,66
1557741723,36,0
1557742923,45,54
1557744122,67,72
1557745322,48,46
1557745923,46,47
1557746522,49,0
1557747123,36,40
1557747723,40,46
1557748323,45,0
1557748922,36,0
1557750123,41,110
1557751322,36,43
1557752523,39,73
1557753723,35,38
1557754322,43,0
1557754922,44,46
1557756123,35,32
1557756722,49,0
1557757322,50,76
1557757923,72,62
1557758522,36,76
1557759123,38,57
1557759723,42,50
1557760323,29,74
1557760923,34,0
1557762122,47,69
1557762723,43,74
1557763322,50,37
1557764522,45,36
1557765122,46,0
1557765723,44,44
1557766923,47,42
1557767523,37,0
1557768124,50,44
1557768723,40,0
1557769323,34,78
1557770523,33,41
1557771123,36,37
1557771722,42,0
1557772323,76,39
1557772922,50,39
1557774123,42,0
1557774723,46,90
1557775322,42,0
1557776523,43,82
1557777122,36,78
1557777723,33,0
1557778323,44,76
1557778922,38,38
1557779522,47,0
1557780122,39,0
1557780722,41,35
1557781323,51,0
1557781922,46,34
1557782523,37,86
1557783724,48,82
1557784923,35,44
1557785522,42,43
1557786123,46,31
1557786722,36,0
1557787323,37,0
1557788523,43,92
1557789123,48,0
1557789723,47,0
1557790922,53,81
1557792124,38,0
1557792723,45,32
1557793323,35,43
1557794523,39,0
1557795123,35,36
1557795723,47,79
1557796923,31,81
1557798122,45,77
1557798722,45,0
1557799322,42,0
1557799922,43,47
1557800524,33,0
1557801723,42,81
1557802923,39,39
1557803523,39,42
1557804123,33,82
1557805322,36,0
1557806524,38,40
1557807722,47,125
1557808322,43,0
1557808923,43,41
1557810122,33,37
1557810723,32,45
1557811322,51,0
1557812522,37,81
1557813723,41,121
1557814922,54,0
1557816123,30,128
1557816723,31,44
1557817323,36,39
1557818523,27,85
1557819123,44,0
1557819723,55,33
1557820923,42,47
1557821523,44,37
1557822123,42,81
1557822722,48,0
1557823323,30,91
1557823923,39,40
1557824524,45,34
1557825123,39,0
1557825722,44,0
1557826322,35,43
1557826922,44,54
1557828123,30,76
1557829322,40,38
1557829922,38,0
1557830522,44,0
1557831123,39,61
1557831722,41,26
1557832923,50,89
1557834123,46,86
1557835323,37,46
1557836522,42,40
1557837723,41,34
1557838923,24,38
1557840123,31,35
1557840723,40,44
1557841323,51,31
1557841922,36,45
1557842523,34,0
1557843723,36,82
1557844923,58,146
1557846123,69,37
1557847323,45,128
1557847923,44,0
1557848523,34,37
1557849123,41,40
1557849722,43,52
1557850923,49,0
1557852123,53,80
1557853324,43,39
1557854523,36,132
1557855723,57,35
1557856323,56,39
1557856923,45,0
1557858122,41,120
1557859323,40,74
1557860523,41,78
1557861122,31,0
1557861722,38,77
1557862323,38,0
1557862922,38,43
1557863522,54,0
1557864123,39,82
1557865324,42,65
1557866522,39,128
1557867122,30,40
1557867722,33,44
1557868322,29,0
1557868923,43,42
1557869523,36,41
1557870122,39,0
1557871322,70,52
1557871923,38,85
1557872522,39,44
1557873722,36,78
1557874922,37,0
1557875523,52,48
1557876122,35,47
1557876723,39,42
1557877322,40,35
1557877922,32,0
1557878524,34,0
1557879723,36,85
1557880923,41,85
1557882123,34,38
1557882723,25,44
1557883322,34,0
1557883922,36,43
1557884522,38,0
1557885122,49,81
1557885723,48,0
1557886922,48,137
1557887523,38,0
1557888123,34,0
1557888723,37,43
1557889322,35,35
1557889925,40,41
1557890522,42,0
1557891722,37,82
1557892322,39,0
1557892923,47,43
1557894122,41,0
1557894723,46,34
1557895323,31,41
1557895923,37,46
1557896523,38,0
1557897723,44,126
1557898323,33,0
1557898922,34,0
1557899523,37,42
1557900123,41,0
1557900723,58,36
1557901323,43,0
1557901923,34,41
1557902523,40,0
1557903122,21,31
1557903723,37,41
1557904922,37,69
1557905523,45,34
1557906123,37,0
1557907322,46,93
1557907923,48,33
1557908523,37,0
1557909723,29,91
1557910924,78,116
1557912123,42,84
1557913322,50,79
1557914524,35,0
1557915723,45,51
